p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
IRF2BPL	0.000944451471595429	0.253506893677312	0.531	0.45	1	4	IRF2BPL
TPM1	0.000990047269693077	0.351175050508992	0.49	0.411	1	4	TPM1
RNF216	0.00100910388166812	0.331181867983783	0.837	0.804	1	4	RNF216
ZNF5921	0.00102616326730232	0.453646633775258	0.408	0.339	1	4	ZNF592
PHF17	0.0010461734902775	0.26573999379854	0.638	0.585	1	4	PHF17
PPARA	0.00104937710098993	0.258130996409226	0.717	0.685	1	4	PPARA
GCDH1	0.00106737105263462	0.637048896458521	0.312	0.238	1	4	GCDH
FKBP14	0.00107709190116564	0.433031413574624	0.942	0.939	1	4	FKBP14
GPR158	0.00108202176790585	0.3405483952571	0.493	0.412	1	4	GPR158
DCDC5	0.0011308120519527	0.654496472429133	0.382	0.303	1	4	DCDC5
GLIPR2	0.00113780837362603	0.720952355404568	0.277	0.217	1	4	GLIPR2
VSTM2A1	0.00114143730888218	0.476419825091017	0.507	0.446	1	4	VSTM2A
ELMSAN1	0.00115143174046173	0.319993633218607	0.822	0.812	1	4	ELMSAN1
PFKP1	0.00115386646483645	0.468242184731618	0.408	0.334	1	4	PFKP
LITAF	0.00116055191235579	0.424956640777262	0.283	0.208	1	4	LITAF
EFHA1	0.00119682984746713	0.543874820756803	0.504	0.448	1	4	EFHA1
SRRM3	0.00121610082801552	0.489594789294401	0.414	0.34	1	4	SRRM3
GRINA1	0.00122401840619147	0.301757337817445	0.717	0.658	1	4	GRINA
NINJ12	0.00122544071720556	0.344725516895298	0.382	0.31	1	4	NINJ1
TERF2	0.00124990165315926	0.307769454762064	0.848	0.812	1	4	TERF2
CLIP1	0.00125269094084841	0.561087977855007	0.297	0.225	1	4	CLIP1
SEC14L21	0.0012778041388875	0.360018977185705	0.397	0.317	1	4	SEC14L2
TACC11	0.00130205827424792	0.310467876518135	0.659	0.574	1	4	TACC1
NCAM2	0.00130991052001345	0.389599149052369	0.685	0.631	1	4	NCAM2
RBBP6	0.00131114268023629	0.611176647836881	0.609	0.57	1	4	RBBP6
CHRNA7	0.00134764269311432	0.627760027060636	0.376	0.312	1	4	CHRNA7
PDZD2	0.00137552989912173	0.467925844975964	0.507	0.423	1	4	PDZD2
NACAD	0.00143660063787515	0.524407421647353	0.341	0.268	1	4	NACAD
HBB1	0.00146825475478422	0.419451283302643	0.466	0.398	1	4	HBB
CNR1	0.00146977390207925	0.440427606956729	0.251	0.18	1	4	CNR1
HDAC6	0.00148377072190377	0.336693244012546	0.557	0.47	1	4	HDAC6
RAB3B	0.00162019128733865	0.342498044889366	0.796	0.791	1	4	RAB3B
LOC1002895111	0.00163663683104296	0.335661303846231	0.318	0.247	1	4	LOC100289511
TP53INP2	0.0016476727364657	0.630094394884174	0.318	0.249	1	4	TP53INP2
ANKFY1	0.00168456766106452	0.35986088801259	0.609	0.554	1	4	ANKFY1
ST5	0.00170055918033364	0.495665436566829	0.356	0.294	1	4	ST5
TOPORS	0.00170988292394133	0.585475911953785	0.44	0.379	1	4	TOPORS
CHADL	0.00175624140043269	0.542408993825557	0.286	0.216	1	4	CHADL
AGK	0.00178756006651992	0.705965036479768	0.391	0.316	1	4	AGK
LAMP21	0.00179068719301403	0.263726881027313	0.866	0.874	1	4	LAMP2
STK17A	0.00179275813228045	0.434358104673018	0.274	0.206	1	4	STK17A
FAM76A1	0.0018371158476357	0.443389827801468	0.347	0.277	1	4	FAM76A
SLC5A5	0.00186541016255297	0.432525854551804	0.831	0.81	1	4	SLC5A5
SMYD4	0.00196100875774923	0.26268388218369	0.93	0.942	1	4	SMYD4
NBEA	0.00197188723603751	0.318255790904911	0.504	0.599	1	4	NBEA
FNIP1	0.00208594280555586	0.270262025617782	0.758	0.734	1	4	FNIP1
IGSF11	0.00210311485484822	0.48105412149726	0.536	0.463	1	4	IGSF11
RORA	0.00213638961131697	0.524167768971655	0.329	0.268	1	4	RORA
SLC16A41	0.00214280880627541	0.437568864112998	0.542	0.49	1	4	SLC16A4
PHACTR4	0.0021972804945032	0.262181756479566	0.974	0.975	1	4	PHACTR4
SAP18	0.00223264295256174	0.28332524592387	0.7	0.654	1	4	SAP18
LPPR4	0.00224304801526069	0.526140351324316	0.265	0.201	1	4	LPPR4
MATN2	0.0023247139267292	0.514457349599437	0.42	0.356	1	4	MATN2
SCG5	0.00232944170522092	0.253954105080562	0.536	0.46	1	4	SCG5
IRF2BP2	0.00233725246668432	0.294074876980662	0.574	0.524	1	4	IRF2BP2
TP53BP2	0.0023692883600123	0.484474568500692	0.548	0.501	1	4	TP53BP2
ILF3-AS1	0.00242879123349154	0.41607965152865	0.898	0.889	1	4	ILF3-AS1
FAM122C	0.00243208398276853	0.584967884648695	0.816	0.807	1	4	FAM122C
SLC9A7	0.00244756000243217	0.433668901188265	0.878	0.846	1	4	SLC9A7
SLC8A11	0.00245709258777606	0.512430144605183	0.539	0.465	1	4	SLC8A1
NCAPH2	0.00258421102083541	0.360232604642371	0.569	0.507	1	4	NCAPH2
SLC35F1	0.00259888494779379	0.386788445933603	0.866	0.841	1	4	SLC35F1
EIF5A2	0.00261583313046574	0.411195743361737	0.834	0.827	1	4	EIF5A2
RGL11	0.00266288880770946	0.323491563139262	0.353	0.285	1	4	RGL1
DAD1	0.00274497504010973	0.300317159626985	0.668	0.644	1	4	DAD1
C2orf69	0.00281669680112828	0.283341387800897	0.414	0.348	1	4	C2orf69
BTBD17	0.00282159245881719	0.309719362320871	0.525	0.445	1	4	BTBD17
SESN1	0.00283237073948258	0.507170200530623	0.359	0.295	1	4	SESN1
VAMP2	0.00283811882148732	0.322757580658872	0.813	0.787	1	4	VAMP2
GMPPA	0.00286553344194652	0.989280025607183	0.312	0.261	1	4	GMPPA
CAPN2	0.00290051294833208	0.378167389702962	0.714	0.676	1	4	CAPN2
JAK1	0.00298593164911413	0.44566286485535	0.391	0.329	1	4	JAK1
SPECC1	0.00301669628141192	0.365427826632573	0.892	0.875	1	4	SPECC1
SETBP1	0.00306734733906228	0.397773713638816	0.519	0.447	1	4	SETBP1
ZBTB47	0.00316733280163621	0.358097164354833	0.449	0.378	1	4	ZBTB47
LOC286437	0.00316969225595278	0.345970968532096	0.994	0.993	1	4	LOC286437
IFRD11	0.00323264038479397	0.317065540501462	0.682	0.627	1	4	IFRD1
SYT13	0.00324077877661569	0.436404400561596	0.49	0.418	1	4	SYT13
ARHGEF4	0.00324375445827078	0.488119666311573	0.332	0.263	1	4	ARHGEF4
KLF71	0.00324678358947866	0.309497385457428	0.487	0.417	1	4	KLF7
STAT31	0.00335425418208389	0.368064530552661	0.776	0.79	1	4	STAT3
CRIP2	0.00338563312928879	0.451918352285269	0.531	0.468	1	4	CRIP2
SH3D19	0.00341769847460348	0.298082606119361	0.262	0.358	1	4	SH3D19
BAI3	0.0035500370066888	0.312362100684347	0.708	0.658	1	4	BAI3
MOB1A1	0.00359094225758408	0.685987983078482	0.341	0.275	1	4	MOB1A
B3GNT1	0.00359198270124673	0.319977128580127	0.656	0.602	1	4	B3GNT1
POLD2	0.00366422839513385	0.274336074890631	0.63	0.563	1	4	POLD2
TSPYL1	0.00371318538830983	0.293400406861579	0.945	0.947	1	4	TSPYL1
C1QTNF6	0.00372504539503822	0.366785023886089	0.598	0.569	1	4	C1QTNF6
SLC16A2	0.00381599866180284	0.396094449236533	0.367	0.294	1	4	SLC16A2
ARHGAP32	0.00383210883013682	0.365509468178081	0.464	0.386	1	4	ARHGAP32
DNASE22	0.00409448755936078	0.337819679062537	0.449	0.381	1	4	DNASE2
RUNX1T1	0.00411597946651442	0.254678958850747	0.566	0.49	1	4	RUNX1T1
BUD31	0.00419619289663395	0.365168441233855	0.551	0.49	1	4	BUD31
PRRX11	0.00429505138535319	0.350349938113438	0.376	0.316	1	4	PRRX1
TMEM132B	0.00434548931475342	0.412331856678586	0.306	0.24	1	4	TMEM132B
TPM2	0.00442032847867507	0.406954354701344	0.259	0.198	1	4	TPM2
IL17RB1	0.00444430776046324	0.623126410265828	0.309	0.246	1	4	IL17RB
FAM169A	0.00444929164868844	0.58878230777747	0.324	0.257	1	4	FAM169A
PPP3CA	0.00455948842341389	0.366678745511048	0.843	0.838	1	4	PPP3CA
LOC155060	0.00459244098272156	0.428382452933723	0.423	0.354	1	4	LOC155060
ATP6V1G2	0.00461941522988472	0.303834969415499	0.522	0.465	1	4	ATP6V1G2
SLC2A31	0.00462418101868935	0.650272713341024	0.3	0.236	1	4	SLC2A3
FAM133B	0.00468012049319501	0.502733256316042	0.335	0.272	1	4	FAM133B
BCR1	0.0046886928400925	0.367564919054354	0.548	0.489	1	4	BCR
TAF7	0.00482789505069419	0.303496556561795	0.802	0.798	1	4	TAF7
SLITRK1	0.00485631516332261	0.31557894390968	0.56	0.491	1	4	SLITRK1
ZAK	0.00495219364892337	0.429497738049823	0.542	0.48	1	4	ZAK
TMEM9B	0.00498863914054769	0.321689432921534	0.665	0.653	1	4	TMEM9B
RNF19A1	0.00505313645595446	0.788161136377528	0.294	0.241	1	4	RNF19A
GAS7	0.00524218804722271	0.516519793672819	0.394	0.325	1	4	GAS7
HEXIM1	0.00525022352100021	0.423907497333333	0.487	0.427	1	4	HEXIM1
BRAT11	0.00536401402754611	0.311615115145127	0.481	0.42	1	4	BRAT1
XIAP	0.00538320390618049	0.264023000522167	0.98	0.987	1	4	XIAP
ZNF493	0.0054008921824291	0.524914140761152	0.711	0.672	1	4	ZNF493
MLST8	0.00542588007655364	0.32386534041338	0.487	0.422	1	4	MLST8
GPSM2	0.0054376576918616	0.596676854033799	0.399	0.343	1	4	GPSM2
RNFT2	0.00557054641077554	0.416930425050798	0.327	0.42	1	4	RNFT2
FLJ37453	0.00557799697831734	0.273848096334578	0.443	0.383	1	4	FLJ37453
ZNF490	0.00562737901596503	0.385805164445403	0.988	0.986	1	4	ZNF490
HTRA1	0.00564061895699704	0.261180468750196	0.752	0.722	1	4	HTRA1
ADD3	0.0057205222757191	0.465318131302078	0.612	0.573	1	4	ADD3
TUBG2	0.00579809016771075	0.359556102000046	0.603	0.554	1	4	TUBG2
CSGALNACT1	0.00585097151247278	0.318066725615926	0.49	0.428	1	4	CSGALNACT1
LDLR	0.00592934456464192	0.43672893575759	0.88	0.872	1	4	LDLR
HAUS2	0.00593130272210924	0.734003159897801	0.834	0.841	1	4	HAUS2
TRIM47	0.00604913836999163	0.317023427667829	0.306	0.243	1	4	TRIM47
ZBED5	0.00610376010519816	0.581385721325617	0.627	0.596	1	4	ZBED5
LINC00598	0.00622170376740139	0.357752241109268	0.612	0.545	1	4	LINC00598
TMEM205	0.00634411649697307	0.500901961925234	0.434	0.385	1	4	TMEM205
SBDS	0.00634562062025354	0.254535864432513	0.72	0.704	1	4	SBDS
BSCL2	0.00635197294511285	0.502444005419446	0.306	0.248	1	4	BSCL2
SPARC	0.00646559624114926	0.4741240517102	0.706	0.668	1	4	SPARC
LOC646214	0.00647426412022589	0.283685440067242	0.997	0.999	1	4	LOC646214
CXXC5	0.00651364190930853	0.540822834116648	0.382	0.312	1	4	CXXC5
MRI1	0.00652533619176298	0.445978089645834	0.901	0.907	1	4	MRI1
GTF2F2	0.00669448887618279	0.480572873287676	0.522	0.494	1	4	GTF2F2
PCDH7	0.00674354663755812	0.396295595063585	0.399	0.335	1	4	PCDH7
ASIC4	0.00683724516673653	0.302714172101297	0.81	0.776	1	4	ASIC4
TMEM231	0.00684650966641672	0.478348356755487	0.3	0.241	1	4	TMEM231
BAI1	0.00694166742292523	0.260546895538361	0.318	0.256	1	4	BAI1
SNHG3	0.00697268976200765	0.419419117844047	0.385	0.334	1	4	SNHG3
IGSF8	0.00701125075339645	0.386244005106777	0.49	0.431	1	4	IGSF8
LOC494141	0.00701159334277878	0.34100694113133	0.35	0.288	1	4	LOC494141
ZFP14	0.00703245459844328	0.439923499252555	0.892	0.888	1	4	ZFP14
DFFA1	0.00706557667250017	0.259443166567278	0.953	0.965	1	4	DFFA
SPRED21	0.00707222483468018	0.390914073875416	0.478	0.42	1	4	SPRED2
GOLIM4	0.00708991382821444	0.343685450475126	0.571	0.52	1	4	GOLIM4
TRABD1	0.00712336436290766	0.324546893027152	0.402	0.337	1	4	TRABD
SCRN2	0.00716701310806008	0.457347631721233	0.37	0.311	1	4	SCRN2
MSH5	0.00722864846258572	0.491218065206054	0.254	0.197	1	4	MSH5
RIPK2	0.00744960499689677	0.556607151787449	0.262	0.203	1	4	RIPK2
TPST1	0.00762831465018675	0.306948901406313	0.394	0.314	1	4	TPST1
TAB2	0.00763026938573561	0.58067711107598	0.341	0.288	1	4	TAB2
AHCTF1	0.00768254799629852	0.403033802060617	0.329	0.262	1	4	AHCTF1
ACADSB	0.00769341535967618	0.347085815031554	0.843	0.852	1	4	ACADSB
CCM2	0.00769961960292802	0.393156179782151	0.254	0.196	1	4	CCM2
C2orf68	0.00785531937013502	0.26102481679438	0.793	0.782	1	4	C2orf68
DFNA5	0.0079076861964561	0.455371830480575	0.434	0.387	1	4	DFNA5
RING1	0.00792429902221663	0.408114384145862	0.391	0.328	1	4	RING1
CCDC14	0.00802356570145446	0.56114233744493	0.592	0.553	1	4	CCDC14
TFAP2A	0.00821562599099804	0.581787395179016	0.329	0.275	1	4	TFAP2A
DIS3	0.00824574208088413	0.26004602786067	0.825	0.797	1	4	DIS3
RAD23A	0.00826802514697023	0.265707616548554	0.691	0.676	1	4	RAD23A
MED6	0.00830159612292895	0.545062431006588	0.601	0.542	1	4	MED6
EFTUD2	0.00847196596115837	0.345943176838216	0.542	0.489	1	4	EFTUD2
LRRFIP2	0.00884839588339657	0.252419274410422	0.504	0.452	1	4	LRRFIP2
LINC004781	0.00896706527143606	0.429168598248078	0.499	0.451	1	4	LINC00478
CADM31	0.00904655695389236	0.389623533438412	0.501	0.45	1	4	CADM3
BMPR2	0.00911177046642774	0.382497721967021	0.732	0.712	1	4	BMPR2
C14orf23	0.00912063439911287	0.379978219501752	0.93	0.933	1	4	C14orf23
CAPZA2	0.00914631094527587	0.264872459519274	0.688	0.688	1	4	CAPZA2
GBAS	0.00922492452384743	0.351047511713175	0.726	0.728	1	4	GBAS
ME2	0.00924852833416376	0.258759696177472	0.936	0.921	1	4	ME2
HEIH	0.00928231953255513	0.468115540099628	0.294	0.241	1	4	HEIH
SRR1	0.00942309520959592	0.438040329983036	0.321	0.268	1	4	SRR
AVL9	0.00962709071589673	0.319032379573079	0.449	0.402	1	4	AVL9
C17orf75	0.00977021083772724	0.283554717721131	0.956	0.96	1	4	C17orf75
ATP2B2	0.00989156835238923	0.430307264078817	0.347	0.283	1	4	ATP2B2
RELA2	3.77251824529984e-163	2.10532495813537	1	0.349	8.93558671581719e-159	5	RELA
ADCYAP1R12	5.81162246082689e-06	0.320101859804107	0.731	0.618	0.137654089607146	5	ADCYAP1R1
CTTN	5.92538490052207e-06	0.361395818542388	0.851	0.781	0.140348666753766	5	CTTN
ZNF319	1.24020403809918e-05	0.723518366539088	0.265	0.161	0.293754728464172	5	ZNF319
PPP3CC	2.53533414008879e-05	0.469532951937858	0.337	0.226	0.60051924442143	5	PPP3CC
ATP1B22	3.51685901977655e-05	0.387654718443737	0.908	0.858	0.833003227424274	5	ATP1B2
GPR162	4.4856949952849e-05	0.574644311576336	0.506	0.38	1	5	GPR162
ATG13	5.14320134420549e-05	0.337492628682526	0.715	0.613	1	5	ATG13
FRY1	5.51416535766112e-05	0.46204156458403	0.606	0.492	1	5	FRY
THRA	6.33124714402804e-05	0.405295754262973	0.763	0.664	1	5	THRA
ARHGEF261	0.000158659455815591	0.389203509303607	0.639	0.547	1	5	ARHGEF26
GDI1	0.000159426607637728	0.251214693314872	0.964	0.914	1	5	GDI1
CADM32	0.000164327373338085	0.302651570879053	0.562	0.447	1	5	CADM3
TSC22D41	0.000379100979245373	0.298498778559958	0.9	0.863	1	5	TSC22D4
CD2BP2	0.000404292664314716	0.357575748581633	0.663	0.565	1	5	CD2BP2
CDC25B2	0.000424655966561973	0.669777229218042	0.41	0.316	1	5	CDC25B
DOPEY1	0.000432277295047444	0.36031973495391	0.426	0.309	1	5	DOPEY1
ALDOC4	0.000446305216386207	0.474775677891976	0.57	0.493	1	5	ALDOC
CADM1	0.000452332297460782	0.378295830807927	0.803	0.744	1	5	CADM1
JTB	0.000512909366702054	0.296387213601645	0.635	0.54	1	5	JTB
EIF4ENIF1	0.000536390445782487	0.576015474114894	0.269	0.181	1	5	EIF4ENIF1
FAM19A5	0.000595834976567329	0.399189013675197	0.494	0.394	1	5	FAM19A5
CALCRL1	0.000751858458153919	0.388181936696902	0.651	0.566	1	5	CALCRL
ABI2	0.000840198635929664	0.372895019171554	0.932	0.917	1	5	ABI2
RASA42	0.000876785313671959	0.403696884936503	0.755	0.698	1	5	RASA4
WSB1	0.000919434970107287	0.263125485717584	0.988	0.993	1	5	WSB1
MEIS21	0.000951075412197504	0.392031296478949	0.514	0.413	1	5	MEIS2
BBS21	0.000974459614392756	0.287628964975809	0.799	0.724	1	5	BBS2
ACSL31	0.000976120566219029	0.359666408924987	0.582	0.512	1	5	ACSL3
PODXL2	0.0011077861468422	0.291796284873037	0.614	0.532	1	5	PODXL2
CPE1	0.00119189533280784	0.344096926609483	0.715	0.62	1	5	CPE
SCG21	0.00122346185464982	0.463452069073538	0.735	0.651	1	5	SCG2
PRICKLE22	0.00123359690031698	0.376927985488542	0.378	0.287	1	5	PRICKLE2
CLIP3	0.00128327908862274	0.279890201460379	0.847	0.784	1	5	CLIP3
SDHAP3	0.00134531873574658	0.385833904885625	0.562	0.471	1	5	SDHAP3
RCOR3	0.00136469224020652	0.347910096942993	0.618	0.537	1	5	RCOR3
SLITRK3	0.00150028471321522	0.540750946038645	0.361	0.277	1	5	SLITRK3
PHC3	0.00165129132531643	0.259517321081277	0.932	0.912	1	5	PHC3
THYN1	0.00168854573642888	0.300872166763741	0.514	0.419	1	5	THYN1
CARKD	0.00171926322999898	0.411062715939539	0.514	0.428	1	5	CARKD
SPARCL12	0.00174848338397017	0.289798663390321	0.751	0.652	1	5	SPARCL1
WASH2P	0.00187838950998978	0.293804305042646	0.655	0.555	1	5	WASH2P
NUCKS1	0.00216518803380711	0.269275490986987	0.952	0.95	1	5	NUCKS1
PSMD3	0.00236602762505263	0.325356864086863	0.631	0.55	1	5	PSMD3
FAM66C	0.00236992220982563	0.310941757966982	0.635	0.541	1	5	FAM66C
NDUFB7	0.00240925176002142	0.288877010676838	0.667	0.615	1	5	NDUFB7
CHM	0.00255880169220344	0.36376750969287	0.606	0.716	1	5	CHM
MED24	0.00275209370287557	0.312210640878411	0.546	0.466	1	5	MED24
TIMM10B	0.00275450564406853	0.26763100006043	0.779	0.735	1	5	TIMM10B
NKAIN4	0.00281691407443393	0.2573777401096	0.767	0.715	1	5	NKAIN4
CLU1	0.00282039964456999	0.347094008949745	0.807	0.758	1	5	CLU
TNIK	0.00289951443853005	0.395109778450173	0.446	0.356	1	5	TNIK
L1CAM1	0.00302235284283115	0.550079089631734	0.59	0.507	1	5	L1CAM
DGKG2	0.00318686375856098	0.351246864040474	0.643	0.596	1	5	DGKG
LOC7297321	0.00323471187030779	0.342857552968112	0.815	0.778	1	5	LOC729732
WASH1	0.00326897137916873	0.303207827369068	0.586	0.522	1	5	WASH1
RGMA3	0.00355903394977862	0.606833407895333	0.373	0.301	1	5	RGMA
SMIM7	0.00371156927331459	0.26781597140381	0.651	0.585	1	5	SMIM7
TCTN11	0.00371790088184735	0.29360861944654	0.321	0.245	1	5	TCTN1
ELOF1	0.00395515465574303	0.420604544639801	0.498	0.418	1	5	ELOF1
NBPF1	0.00397179381952542	0.319257986641919	0.57	0.491	1	5	NBPF1
SPRED22	0.00408819861145355	0.28952771082956	0.502	0.42	1	5	SPRED2
BRSK2	0.00448184028148682	0.34307431159338	0.378	0.302	1	5	BRSK2
GLOD4	0.00449545233471663	0.365246447385649	0.582	0.508	1	5	GLOD4
CACNA2D1	0.00491413400537782	0.315340063112471	0.269	0.196	1	5	CACNA2D1
FZD31	0.00517772213922608	0.268066049541687	0.928	0.907	1	5	FZD3
PSMD1	0.00518700403065515	0.303939367623998	0.614	0.52	1	5	PSMD1
SPSB3	0.00520999546187064	0.377626576895857	0.566	0.482	1	5	SPSB3
NOTCH1	0.00526876380911433	0.329268835357025	0.783	0.755	1	5	NOTCH1
MAP3K7	0.00557060423700139	0.300557026574817	0.442	0.367	1	5	MAP3K7
PDAP1	0.00587820578290481	0.364126224932729	0.735	0.7	1	5	PDAP1
PCDHGA10	0.00616794246657178	0.277506216464619	0.582	0.495	1	5	PCDHGA10
ASB3	0.0062271057011013	0.292812431289641	0.546	0.463	1	5	ASB3
KCNH72	0.00668180488547597	0.374589309332229	0.345	0.269	1	5	KCNH7
ZNF737	0.00703951139803697	0.333840860117506	0.928	0.906	1	5	ZNF737
CCDC53	0.00727685272884134	0.297879793775086	0.41	0.335	1	5	CCDC53
INPP4A	0.00733768981414169	0.497369428050415	0.253	0.187	1	5	INPP4A
LOC388152	0.00758133496326626	0.289379117990195	0.297	0.225	1	5	LOC388152
NBR2	0.00758705621649724	0.413237107149113	0.285	0.214	1	5	NBR2
ARL3	0.0078552448361908	0.253955793166007	0.602	0.534	1	5	ARL3
CDH101	0.00801907224696348	0.262950638885784	0.771	0.697	1	5	CDH10
B4GALNT41	0.00809594186698621	0.391461093908408	0.442	0.378	1	5	B4GALNT4
CA124	0.00819438588832003	0.271802466612544	0.333	0.259	1	5	CA12
KBTBD4	0.00855090794719529	0.462516030575642	0.269	0.205	1	5	KBTBD4
KLHDC3	0.00868584205222444	0.305523249693399	0.663	0.602	1	5	KLHDC3
EIF2S11	0.00873836357357665	0.257752584874819	0.598	0.538	1	5	EIF2S1
UGGT2	0.0088148141829654	0.491615355083614	0.426	0.347	1	5	UGGT2
FTX	0.00896102253414516	0.280756063646527	0.566	0.499	1	5	FTX
DGCR61	0.00909962434349328	0.317669681015765	0.643	0.548	1	5	DGCR6
L3MBTL2	0.00937722995420239	0.472556537039533	0.321	0.253	1	5	L3MBTL2
CCBL12	0.00958032158004185	0.399666123839602	0.329	0.26	1	5	CCBL1
MRAS	0.00961340151458324	0.409371996493611	0.39	0.324	1	5	MRAS
DAPK3	0.00965033963702045	0.424772345485288	0.337	0.277	1	5	DAPK3
MT1X2	0.00979653578688749	0.443181611001175	0.321	0.254	1	5	MT1X
ACOT8	2.91334014899157e-07	0.505276109544904	0.497	0.283	0.00690053747690144	6	ACOT8
DNAJC2	2.40118130923882e-06	0.465253090972878	0.414	0.246	0.0568743804906307	6	DNAJC2
SHC33	4.73157502163046e-06	0.359037442938078	0.628	0.43	0.112072085962339	6	SHC3
RAD17	8.71319298845603e-06	0.286682699446354	0.455	0.279	0.20638068912457	6	RAD17
UGP2	8.8024050316199e-06	0.259890541297987	0.386	0.223	0.208493765578949	6	UGP2
DGAT1	1.0520495926064e-05	0.530295429421286	0.269	0.138	0.249188466504752	6	DGAT1
CCDC115	1.07154199067756e-05	0.409887570471755	0.545	0.354	0.253805435911886	6	CCDC115
GTF2A1	1.50020580579128e-05	0.412602132864203	0.338	0.193	0.355338747159722	6	GTF2A1
EEF1B21	1.6508762968824e-05	0.262081288747844	0.959	0.83	0.391026559679564	6	EEF1B2
CISD1	2.0553016665211e-05	0.420713195556839	0.517	0.349	0.486818752732188	6	CISD1
HMBS	2.37061065565844e-05	0.454790921456405	0.393	0.238	0.561502839899257	6	HMBS
BRMS1	2.66527863619233e-05	0.277627127617364	0.345	0.196	0.631297897768515	6	BRMS1
SPSB4	2.8414937459565e-05	0.362597141267456	0.455	0.296	0.673036208667256	6	SPSB4
C15orf38	2.91385585812414e-05	0.384818865062643	0.414	0.26	0.690175898555284	6	C15orf38
SRPK1	3.31220009610327e-05	0.288970440388794	0.483	0.305	0.78452771476302	6	SRPK1
RPS191	3.45326396960385e-05	0.314878126853055	0.959	0.895	0.817940103840368	6	RPS19
MEAF61	5.95550959607106e-05	0.478555899801052	0.862	0.774	1	6	MEAF6
DCTPP1	6.17684760598121e-05	0.302422223579242	0.462	0.295	1	6	DCTPP1
AP3S1	6.88210695148459e-05	0.36543656334483	0.51	0.343	1	6	AP3S1
ANXA2	8.31777752645124e-05	0.37093619015332	0.29	0.157	1	6	ANXA2
RPS61	9.65037894536149e-05	0.296378821002309	1	0.985	1	6	RPS6
TEX2	0.000100907686771422	0.286796388098929	0.366	0.227	1	6	TEX2
ZNF439	0.000113214214527307	0.574910847410738	0.338	0.211	1	6	ZNF439
TCEA2	0.000123540319879568	0.485866572388003	0.455	0.302	1	6	TCEA2
ANKRD49	0.000125026715620327	0.643147587320174	0.262	0.147	1	6	ANKRD49
PCBP3	0.000130749522284706	0.418926186628515	0.386	0.246	1	6	PCBP3
PBDC1	0.000147821056859868	0.414173781211054	0.359	0.226	1	6	PBDC1
NUDT1	0.000157177048787066	0.305980545157717	0.31	0.176	1	6	NUDT1
GAP432	0.000177994185169824	0.390837002512266	0.634	0.489	1	6	GAP43
RPSA2	0.000178937470687956	0.25343972182513	0.979	0.973	1	6	RPSA
ASNS	0.000180575249731843	0.376430030602146	0.379	0.234	1	6	ASNS
PTAR1	0.000188858252445427	0.250244024762193	0.366	0.224	1	6	PTAR1
LOC344595	0.000194536318931346	0.414305301733002	0.255	0.142	1	6	LOC344595
CCP110	0.000201146387862463	0.609911343345106	0.531	0.39	1	6	CCP110
C7orf50	0.000208125868320046	0.327051852786079	0.71	0.551	1	6	C7orf50
PAF1	0.000219240663695438	0.343326988562592	0.545	0.39	1	6	PAF1
METTL101	0.000221308310405984	0.294715119874106	0.421	0.266	1	6	METTL10
POLR3D	0.000247863791478388	0.465117989213343	0.317	0.189	1	6	POLR3D
SPRNP1	0.000258855411746971	0.546372348833061	0.262	0.153	1	6	SPRNP1
MTERFD1	0.000268290415536629	0.463137528551661	0.29	0.171	1	6	MTERFD1
ABHD2	0.00036463594784984	0.261343482055083	0.952	0.898	1	6	ABHD2
SUSD51	0.000364773052739888	0.352463379438229	0.524	0.398	1	6	SUSD5
CSPP1	0.000365425680054272	0.475935477293113	0.393	0.264	1	6	CSPP1
TBC1D25	0.000395037074910475	0.481892246805132	0.283	0.166	1	6	TBC1D25
FANCL	0.000404253789809302	0.516121651813589	0.428	0.283	1	6	FANCL
CAD	0.000404427585964993	0.337168905501976	0.352	0.224	1	6	CAD
NDUFV2	0.000490612321400231	0.297426444638949	0.731	0.584	1	6	NDUFV2
HAT1	0.000515954233137525	0.391126484786454	0.372	0.247	1	6	HAT1
VTI1B	0.000519546943677114	0.495833656307293	0.579	0.44	1	6	VTI1B
GINS1	0.000559756392301795	0.541592865005554	0.379	0.255	1	6	GINS1
LOC100506421	0.000617973249962765	0.285502398237322	0.676	0.507	1	6	LOC100506421
FLJ31813	0.000626996721004347	0.922467120212489	0.414	0.28	1	6	FLJ31813
PRKCB1	0.000649302344293878	0.497830506405464	0.359	0.238	1	6	PRKCB
RAD51D	0.000650566715090897	0.629130824317061	0.269	0.164	1	6	RAD51D
FDPS	0.000651446864532411	0.412378180803224	0.779	0.666	1	6	FDPS
TMEM106C	0.000651766186955181	0.402736587651613	0.255	0.146	1	6	TMEM106C
MSTO2P	0.00065571703993175	0.259810323685508	0.338	0.211	1	6	MSTO2P
TCF7L2	0.00067550029702622	0.308800546578999	0.641	0.477	1	6	TCF7L2
TSR3	0.000680474940061408	0.59627548444614	0.51	0.375	1	6	TSR3
ATP6V0E2	0.000689559538681467	0.302672387350285	0.931	0.827	1	6	ATP6V0E2
FAM114A2	0.000745829470186692	0.427055557762342	0.255	0.151	1	6	FAM114A2
C11orf31	0.000749485464390255	0.252356512412228	0.752	0.605	1	6	C11orf31
MRPS25	0.000761026586505629	0.340795769986865	0.759	0.594	1	6	MRPS25
